/home/kai/Downloads/IMG/center_2020_11_02_17_17_03_642.jpg, /home/kai/Downloads/IMG/left_2020_11_02_17_17_03_642.jpg, /home/kai/Downloads/IMG/right_2020_11_02_17_17_03_642.jpg, 0, 0, 0, 7.880648E-05
/home/kai/Downloads/IMG/center_2020_11_02_17_17_03_757.jpg, /home/kai/Downloads/IMG/left_2020_11_02_17_17_03_757.jpg, /home/kai/Downloads/IMG/right_2020_11_02_17_17_03_757.jpg, 0, 0, 0, 8.235895E-05
/home/kai/Downloads/IMG/center_2020_11_02_17_17_03_859.jpg, /home/kai/Downloads/IMG/left_2020_11_02_17_17_03_859.jpg, /home/kai/Downloads/IMG/right_2020_11_02_17_17_03_859.jpg, 0, 0, 0, 7.858605E-05
/home/kai/Downloads/IMG/center_2020_11_02_17_17_03_972.jpg, /home/kai/Downloads/IMG/left_2020_11_02_17_17_03_972.jpg, /home/kai/Downloads/IMG/right_2020_11_02_17_17_03_972.jpg, 0, 0, 0, 7.838868E-05
/home/kai/Downloads/IMG/center_2020_11_02_17_17_04_075.jpg, /home/kai/Downloads/IMG/left_2020_11_02_17_17_04_075.jpg, /home/kai/Downloads/IMG/right_2020_11_02_17_17_04_075.jpg, 0, 0, 0, 7.897312E-05
/home/kai/Downloads/IMG/center_2020_11_02_17_17_04_178.jpg, /home/kai/Downloads/IMG/left_2020_11_02_17_17_04_178.jpg, /home/kai/Downloads/IMG/right_2020_11_02_17_17_04_178.jpg, 0, 0, 0, 8.700271E-05
/home/kai/Downloads/IMG/center_2020_11_02_17_17_04_291.jpg, /home/kai/Downloads/IMG/left_2020_11_02_17_17_04_291.jpg, /home/kai/Downloads/IMG/right_2020_11_02_17_17_04_291.jpg, 0, 0, 0, 7.921379E-05
/home/kai/Downloads/IMG/center_2020_11_02_17_17_04_391.jpg, /home/kai/Downloads/IMG/left_2020_11_02_17_17_04_391.jpg, /home/kai/Downloads/IMG/right_2020_11_02_17_17_04_391.jpg, 0, 0, 0, 8.441884E-05
/home/kai/Downloads/IMG/center_2020_11_02_17_17_04_491.jpg, /home/kai/Downloads/IMG/left_2020_11_02_17_17_04_491.jpg, /home/kai/Downloads/IMG/right_2020_11_02_17_17_04_491.jpg, 0, 0, 0, 8.037629E-05
/home/kai/Downloads/IMG/center_2020_11_02_17_17_04_594.jpg, /home/kai/Downloads/IMG/left_2020_11_02_17_17_04_594.jpg, /home/kai/Downloads/IMG/right_2020_11_02_17_17_04_594.jpg, 0, 0, 0, 7.888394E-05
/home/kai/Downloads/IMG/center_2020_11_02_17_17_04_697.jpg, /home/kai/Downloads/IMG/left_2020_11_02_17_17_04_697.jpg, /home/kai/Downloads/IMG/right_2020_11_02_17_17_04_697.jpg, 0, 0, 0, 7.927498E-05
/home/kai/Downloads/IMG/center_2020_11_02_17_17_04_802.jpg, /home/kai/Downloads/IMG/left_2020_11_02_17_17_04_802.jpg, /home/kai/Downloads/IMG/right_2020_11_02_17_17_04_802.jpg, 0, 0, 0, 7.814987E-05
/home/kai/Downloads/IMG/center_2020_11_02_17_17_04_906.jpg, /home/kai/Downloads/IMG/left_2020_11_02_17_17_04_906.jpg, /home/kai/Downloads/IMG/right_2020_11_02_17_17_04_906.jpg, 0, 0, 0, 7.834924E-05
